순번,회사명,공장대표주소,공장대표주소(지번),업종명,전화번호,생산품
11095,한국특허상품기술개발원,부산광역시 사상구 학장로 213-6 (학장동),부산광역시 사상구 학장동 277-13번지,수동식 식품 가공기기 및 금속 주방용기 제조업 외 1 종,051-311-6572,
11096,한국포장센터,부산광역시 강서구 대저중앙로357번길 26-1 (대저1동),부산광역시 강서구 대저1동 320-25번지,골판지 제조업 외 1 종,051-897-7464,
11097,한국포장센터,부산광역시 강서구 대저중앙로357번길 26 (대저1동),부산광역시 강서구 대저1동 320-8번지,골판지 제조업 외 1 종,051-897-7464,
11098,한국포재 주식회사,부산광역시 강서구 제도로1092번나길 128-33 (강동동),부산광역시 강서구 강동동 35-73번지,"플라스틱 포대, 봉투 및 유사제품 제조업 외 1 종",051-973-1492,
11099,한국퓨마에어센타,"부산광역시 사상구 학감대로 197 (학장동, 무학빌딩)",부산광역시 사상구 학장동 273-10번지,기체 펌프 및 압축기 제조업,051-314-4601,
11100,한국플랜트,부산광역시 강서구 녹산산단27로 107 (송정동),부산광역시 강서구 송정동 1466-4번지,일반철물 제조업,051-831-0014,
11101,한국합금밸브공업(주),부산광역시 강서구 평강로 215 (대저1동),부산광역시 강서구 대저1동 3693-8번지,기체 펌프 및 압축기 제조업,051-973-7931,
11102,한국항공금형,부산광역시 강서구 미음동 0 번지 I29 5놋트,부산광역시 강서구 미음동 0 번지 I29 5놋트,항공기용 부품 제조업,,
11103,한국해양개발식품,부산광역시 강서구 평강로 227-15 (대저1동),부산광역시 강서구 대저1동 3647-6번지,천연 및 혼합조제 조미료 제조업,051-311-6782,
11104,한국해양바이오클러스터 주식회사,"부산광역시 영도구 태종로 727, 한국해양대 해양산업연구동(아산관) 동삼동 (동삼동)",부산광역시 영도구 동삼동 1번지 한국해양대 해양산업연구동(아산관) 동삼동,그 외 기타 분류 안된 화학제품 제조업 외 1 종,051-405-1228,
11105,한국해양바이오클러스터(주),부산광역시 기장군 장안읍 반룡산단2로 72,부산광역시 기장군 장안읍 반룡리 898,그 외 자동차용 신품 부품 제조업 외 2 종,051-405-1228,
11106,한국해양바이오클러스터(주)   ,부산광역시 기장군 장안읍 반룡산단2로 66,부산광역시 기장군 장안읍 반룡리 898-5,그 외 기타 식료품 제조업 외 2 종,051-405-1228,
11107,한국해양수조공사,부산광역시 동래구 화현길 8 (안락동) A동,부산광역시 동래구 안락동 461-2 A동,그 외 기타 플라스틱 제품 제조업 외 2 종,051-755-3224,
11108,한국호진공업(주),부산광역시 사하구 신산로13번길 59 (신평동),부산광역시 사하구 신평동 643-3번지,"금속 문, 창, 셔터 및 관련제품 제조업",051-301-4531,
11109,한국화스너,부산광역시 사상구 가야대로 121 (감전동),부산광역시 사상구 감전동 160-5번지,볼트 및 너트류 제조업 외 2 종,051-328-7200,
11110,한국환경기계(주),부산광역시 강서구 녹산산단261로 83 (송정동),부산광역시 강서구 송정동 1561-8번지,액체 여과기 제조업,051-831-0031,
11111,한국회가내스(주),부산광역시 강서구 미음산단1로16번길 59 (구랑동),부산광역시 강서구 구랑동 1222-4번지,기타 제철 및 제강업 외 1 종,,
11112,한국후렉시블,부산광역시 사상구 가야대로103번길 20 (감전동),부산광역시 사상구 감전동 161-3번지,구조용 금속 판제품 및 공작물 제조업,051-508-6291,
11113,한국후직(주),부산광역시 강서구 녹산산업중로192번길 25 (송정동),부산광역시 강서구 송정동 1551-7번지,화학섬유직물 직조업 외 5 종,051-831-4037,
11114,한글그라픽스,부산광역시 부산진구 신천대로65번길 41 (범천동),부산광역시 부산진구 범천동 869-21번지,기타 인쇄업 외 3 종,051-632-7842,
11115,한길공업사,부산광역시 강서구 제도로1002번길 24 (강동동),부산광역시 강서구 강동동 1515,볼트 및 너트류 제조업 외 2 종,051-972-3435,
11116,한길스포츠,부산광역시 남구 석포로 92 (대연동),부산광역시 남구 대연동 990-24번지,셔츠 및 블라우스 제조업 외 1 종,051-625-3007,
11117,한길정공,부산광역시 강서구 녹산산단261로 84 (송정동),부산광역시 강서구 송정동 1581-1번지,분사기 및 소화기 제조업,051-831-4141,
11118,한길정공,부산광역시 강서구 미음동 0 번지 I32 4놋트,부산광역시 강서구 미음동 0 번지 I32 4놋트,분사기 및 소화기 제조업,,
11119,한길토건(주),부산광역시 강서구 금호순서길282번나길 5 (대저2동),부산광역시 강서구 대저2동 3729-2번지,합성수지 및 기타 플라스틱 물질 제조업,051-802-0536,
11120,한길화스너,부산광역시 강서구 제도로1002번길 24-1 (강동동),부산광역시 강서구 강동동 1515-1,볼트 및 너트류 제조업 외 2 종,051-972-3437,
11121,한남정공사,부산광역시 강서구 대저중앙로348번길 15 (대저1동),부산광역시 강서구 대저1동 337-32번지,고무패킹류 제조업 외 1 종,,
11122,한덕TSO,"부산광역시 사상구 모라로192번길 9, 604호 (모라동, 모라아파트형공장)",부산광역시 사상구 모라동 75-8번지 모라아파트형공장 604호,그 외 기타 전자부품 제조업 외 1 종,051-302-7500,
11123,한독,,부산광역시 기장군 정관읍 매학리 209 외 3필지,설치용 및 위생용 플라스틱제품 제조업,,
11124,한독금속,부산광역시 사하구 비봉로21번길 15 (신평동),부산광역시 사하구 신평동 416-1번지,건설 및 채광용 기계장비 제조업,051-206-1968,
11125,한독금속(주),부산광역시 사하구 다산로105번길 64 (다대동),부산광역시 사하구 다대동 1508-1번지,금속 단조제품 제조업 외 1 종,051-206-1968,
11126,한독메디칼,"부산광역시 해운대구 센텀동로 99, 4층 401 (재송동, 벽산e센텀클래스원)",부산광역시 해운대구 재송동 1210번지 벽산e센텀클래스원 4층 401,그 외 기타 의료용 기기 제조업,051-816-7085,
11127,한독메디칼 ,"부산광역시 금정구 개좌로 273-20, 5층 508,509 (회동동)","부산광역시 금정구 회동동 552-1번지 5층 508,509",그 외 기타 의료용 기기 제조업,051-816-7085,
11128,한독전기,부산광역시 사하구 장평로138번길 26 (장림동),부산광역시 사하구 장림동 348-9 번지,"전기회로 개폐, 보호장치 제조업 외 1 종",051-263-4740,
11129,한독정공,부산광역시 사상구 새벽로 83-12 (학장동),부산광역시 사상구 학장동 719-10번지,기타 가공 공작기계 제조업,051-328-6714,
11130,한독특수산업,부산광역시 강서구 녹산화전로 23 (송정동),부산광역시 강서구 송정동 1666-2번지,컨베이어장치 제조업 외 1 종,051-831-2365,
11131,한독파워테크,부산광역시 기장군 장안읍 명례산단3로 106,부산광역시 기장군 장안읍 명례리 901-1번지,그 외 기타 분류 안된 금속 가공 제품 제조업,051-209-2240,
11132,한독화학주식회사,부산광역시 기장군 정관면 정관상곡1길 27-48,부산광역시 기장군 정관면 매학리 475-2번지,그 외 기타 플라스틱 제품 제조업,051-727-8880,
11133,한동냉장,"부산광역시 사상구 새벽시장로 16 (감전동, 한동냉장(주))",부산광역시 사상구 감전동 146-2번지 한동냉장(주),얼음 제조업,051-324-5575,
11134,한두산업,부산광역시 사하구 다산로53번길 6 (다대동),부산광역시 사하구 다대동 1520-8 번지,끈 및 로프 제조업 외 1 종,051-266-1815,
11135,한라IMS(주),부산광역시 강서구 화전산단1로 115 (화전동),부산광역시 강서구 화전동 595-4번지,전기경보 및 신호장치 제조업 외 8 종,051-601-7050,
11136,한라IMS(주),부산광역시 강서구 화전산단5로 15 (화전동),부산광역시 강서구 화전동 600-9번지,전기경보 및 신호장치 제조업 외 1 종,051-601-7000,
11137,한라IMS(주),부산광역시 강서구 가리새3로 63 (범방동),부산광역시 강서구 범방동 1921-4번지,선박 구성 부분품 제조업 외 2 종,051-601-7046,
11138,한라IMS(주),부산광역시 강서구 가리새3로 73 (범방동),부산광역시 강서구 범방동 1921-3번지,선박 구성 부분품 제조업 외 2 종,051-601-7046,
11139,한라메탈,부산광역시 강서구 녹산산업북로 378 (송정동),부산광역시 강서구 송정동 1673-1번지,강주물 주조업,,
11140,한라산업(주),부산광역시 사하구 다대로354번길 20 (장림동),부산광역시 사하구 장림동 484-1번지,액체 펌프 제조업 외 1 종,051-264-2201,
11141,한라시스템,부산광역시 영도구 대평로 37-3 (대평동2가),부산광역시 영도구 대평동2가 36-15번지,선박 구성 부분품 제조업,051-416-7626,
11142,한라엘이디 주식회사,부산광역시 강서구 금호순서길89번길 10 (대저2동),부산광역시 강서구 대저2동 3888번지,일반용 전기 조명장치 제조업,051-501-0008,
11143,한라정공(주),"부산광역시 기장군 장안읍 장안산단2로 17, (장안일반산업단지 D16-4)",부산광역시 기장군 장안읍 반룡리 829-3번지 (장안일반산업단지 D16-4),육상 금속 골조 구조재 제조업 외 48 종,051-723-1188,
11144,한림인텍(주),부산광역시 강서구 과학산단1로 66 (지사동),부산광역시 강서구 지사동 1204번지,기타자동차부품제조업,055-345-2100,
11145,한림인텍(주) 부산공장,부산광역시 강서구 과학산단1로 66 (지사동),부산광역시 강서구 지사동 1204번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-972-2650,
11146,한미공업사,부산광역시 강서구 녹산산단382로49번길 54(송정동),부산광역시 강서구 송정동 1771-6,구조용 금속 판제품 및 공작물 제조업,051-324-4530,
11147,한미공업사,부산광역시 사상구 학장로63번길 45 (학장동),부산광역시 사상구 학장동 753-7번지,구조용 금속 판제품 및 공작물 제조업 외 2 종,051-324-4530,
11148,한미실업,부산광역시 사상구 가야대로103번길 46 (감전동),부산광역시 사상구 감전동 154-1번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-831-2222,
11149,한미케이블,부산광역시 강서구 과학산단1로103번길 38 (지사동),부산광역시 강서구 지사동 1207-15번지,그 외 기타 분류 안된 섬유제품 제조업,051-972-7153,
11150,한미케이블,"부산광역시 사상구 모라로192번길 9, 404호 (모라동, 모라아파트형공장)",부산광역시 사상구 모라동 75-8번지 모라아파트형공장 404호,그 외 자동차용 신품 부품 제조업 외 7 종,051-302-0175,
11151,한미케이블(주),부산광역시 강서구 녹산산단382로14번가길 9 (송정동),부산광역시 강서구 송정동 1737-3번지,"플라스틱 선, 봉, 관 및 호스 제조업 외 3 종",051-831-7151,
11152,한미케이블(주),부산광역시 강서구 녹산산단382로14번가길 7 (송정동),부산광역시 강서구 송정동 1737-2 번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-831-7151,
11153,한미프라스틱(주),부산광역시 강서구 녹산산단262로13번길 8 (송정동),부산광역시 강서구 송정동 1724-13번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-832-1800,
11154,한보조침공업사,부산광역시 사하구 장평로 61 (장림동),부산광역시 사하구 장림동 549번지,낚시 및 수렵용구 제조업,051-261-8321,
11155,한봄식품 주식회사,부산광역시 사하구 다대로 284(장림동),부산광역시 사하구 장림동 281-4,떡류 제조업,051-266-3002,
11156,한부금속,부산광역시 강서구 대저중앙로347번길 48-2 (대저1동),부산광역시 강서구 대저1동 328-23번지,주형 및 금형 제조업,051-809-4873,
11157,한비마린테크,부산광역시 영도구 대평남로 6-7 (대평동1가),부산광역시 영도구 대평동1가 79번지,선박 구성 부분품 제조업,051-416-9205,
11158,한비엔지니어링,부산광역시 강서구 과학산단2로3번길 56(지사동),부산광역시 강서구 지사동 1176-6,절삭가공 및 유사처리업 외 1 종,051-294-9911,
11159,한빈테크,부산광역시 강서구 신호산단3로88번길 60 (신호동),부산광역시 강서구 신호동 208-4번지,절삭가공 및 유사처리업,051-322-5732,
11160,한빛기전,부산광역시 사상구 사상로368번길 49 (덕포동),부산광역시 사상구 덕포동 366-5번지,배전반 및 전기 자동제어반 제조업,051-301-8870,
11161,한빛산업(주),부산광역시 사하구 을숙도대로569번길 18 (신평동),부산광역시 사하구 신평동 516번지,골판지 제조업 외 1 종,051-201-4901,
11162,한빛상사,부산광역시 강서구 미음국제5로나길 29 (미음동) 윤주상공장,부산광역시 강서구 미음동 1636-3 윤주상공장,산업용 송풍기 및 배기장치 제조업,,
